id,start,dest,show time,on bus,leave
1047,Aorangi Place,Park Avenue,32416,34000.0,34500.0
1048,Aorangi Place,Park Avenue,33393,34000.0,34500.0
1049,Aorangi Place,Northcote Primary School,33585,34000.0,36000.0
1050,Aorangi Place,Bruce Street,33601,34000.0,36500.0
1051,Aorangi Place,Fanshawe Street,34356,39000.0,42000.0
1052,Aorangi Place,Northcote Primary School,34641,39000.0,41000.0
1053,Aorangi Place,St Mary Catholic Church,35011,39000.0,40500.0
1054,Aorangi Place,Fanshawe Street,35324,39000.0,42000.0
1055,Aorangi Place,St Mary Catholic Church,36094,39000.0,40500.0
1056,Aorangi Place,Northcote Primary School,36300,39000.0,41000.0
1057,Aorangi Place,Northcote Primary School,36330,39000.0,41000.0
1058,Aorangi Place,St Mary Catholic Church,37400,39000.0,40500.0
1059,Aorangi Place,Bruce Street,37420,39000.0,41500.0
1060,Aorangi Place,Onewa Road,37500,39000.0,40000.0
1061,Aorangi Place,St Mary Catholic Church,37866,39000.0,40500.0
1062,Aorangi Place,Onewa Road,38563,39000.0,40000.0
1063,Aorangi Place,Onewa Road,39393,44000.0,45000.0
1064,Aorangi Place,Park Avenue,39420,44000.0,44500.0
1065,Aorangi Place,Onewa Road,40144,44000.0,45000.0
1066,Aorangi Place,Park Avenue,40246,44000.0,44500.0
1067,Aorangi Place,St Mary Catholic Church,40524,44000.0,45500.0
1068,Aorangi Place,Onewa Road,40696,44000.0,45000.0
1069,Aorangi Place,Onewa Road,41316,44000.0,45000.0
1070,Aorangi Place,Bruce Street,41846,44000.0,46500.0
1071,Aorangi Place,Northcote Primary School,42702,44000.0,46000.0
1072,Aorangi Place,Fanshawe Street,43320,44000.0,47000.0
1073,Aorangi Place,St Mary Catholic Church,43696,44000.0,45500.0
1074,Aorangi Place,St Mary Catholic Church,43875,44000.0,45500.0
1075,Aorangi Place,Fanshawe Street,44718,49000.0,52000.0
1076,Aorangi Place,St Mary Catholic Church,44920,49000.0,50500.0
1077,Aorangi Place,St Mary Catholic Church,45532,49000.0,50500.0
1078,Aorangi Place,Northcote Primary School,45747,49000.0,51000.0
1079,Aorangi Place,Bruce Street,45919,49000.0,51500.0
1080,Park Avenue,St Mary Catholic Church,296,4500.0,5500.0
1081,Park Avenue,Northcote Primary School,317,4500.0,6000.0
1082,Park Avenue,Onewa Road,402,4500.0,5000.0
1083,Park Avenue,Fanshawe Street,491,4500.0,7000.0
1084,Park Avenue,St Mary Catholic Church,656,4500.0,5500.0
1085,Park Avenue,Bruce Street,956,4500.0,6500.0
1086,Park Avenue,Bruce Street,989,4500.0,6500.0
1087,Park Avenue,Northcote Primary School,1480,4500.0,6000.0
1088,Park Avenue,St Mary Catholic Church,3732,4500.0,5500.0
1089,Park Avenue,St Mary Catholic Church,3956,4500.0,5500.0
1090,Park Avenue,Onewa Road,4870,9500.0,10000.0
1091,Park Avenue,Northcote Primary School,5619,9500.0,11000.0
1092,Park Avenue,Onewa Road,6064,9500.0,10000.0
1093,Park Avenue,Northcote Primary School,6717,9500.0,11000.0
1094,Park Avenue,Northcote Primary School,6848,9500.0,11000.0
1095,Park Avenue,Northcote Primary School,6924,9500.0,11000.0
1096,Park Avenue,St Mary Catholic Church,7386,9500.0,10500.0
1097,Park Avenue,Fanshawe Street,7697,9500.0,12000.0
1098,Park Avenue,St Mary Catholic Church,7864,9500.0,10500.0
1099,Park Avenue,St Mary Catholic Church,8374,9500.0,10500.0
1100,Park Avenue,Northcote Primary School,8600,9500.0,11000.0
1101,Park Avenue,Northcote Primary School,8615,9500.0,11000.0
1102,Park Avenue,Fanshawe Street,9025,9500.0,12000.0
1103,Park Avenue,Bruce Street,10059,14500.0,16500.0
1104,Park Avenue,Northcote Primary School,10506,14500.0,16000.0
1105,Park Avenue,Bruce Street,10666,14500.0,16500.0
1106,Park Avenue,Northcote Primary School,10702,14500.0,16000.0
1107,Park Avenue,St Mary Catholic Church,10764,14500.0,15500.0
1108,Park Avenue,St Mary Catholic Church,11685,14500.0,15500.0
1109,Park Avenue,Onewa Road,11914,14500.0,15000.0
1110,Park Avenue,Northcote Primary School,12094,14500.0,16000.0
1111,Park Avenue,Northcote Primary School,12610,14500.0,16000.0
1112,Park Avenue,Northcote Primary School,12876,14500.0,16000.0
1113,Park Avenue,Fanshawe Street,12954,14500.0,17000.0
1114,Park Avenue,Onewa Road,13376,14500.0,15000.0
1115,Park Avenue,Northcote Primary School,13722,14500.0,16000.0
1116,Park Avenue,Northcote Primary School,14155,14500.0,16000.0
1117,Park Avenue,St Mary Catholic Church,14175,14500.0,15500.0
1118,Park Avenue,Fanshawe Street,14548,19500.0,22000.0
1119,Park Avenue,St Mary Catholic Church,14692,19500.0,20500.0
1120,Park Avenue,St Mary Catholic Church,15548,19500.0,20500.0
1121,Park Avenue,Northcote Primary School,15735,19500.0,21000.0
1122,Park Avenue,Fanshawe Street,15962,19500.0,22000.0
1123,Park Avenue,Northcote Primary School,17234,19500.0,21000.0
1124,Park Avenue,Fanshawe Street,18039,19500.0,22000.0
1125,Park Avenue,Fanshawe Street,18137,19500.0,22000.0
1126,Park Avenue,Bruce Street,18537,19500.0,21500.0
1127,Park Avenue,Fanshawe Street,18856,19500.0,22000.0
1128,Park Avenue,Bruce Street,18935,19500.0,21500.0
1129,Park Avenue,Onewa Road,19219,19500.0,20000.0
1130,Park Avenue,Onewa Road,20627,24500.0,25000.0
1131,Park Avenue,Bruce Street,21027,24500.0,26500.0
1132,Park Avenue,Onewa Road,21103,24500.0,25000.0
1133,Park Avenue,Northcote Primary School,21105,24500.0,26000.0
1134,Park Avenue,Bruce Street,21440,24500.0,26500.0
1135,Park Avenue,Bruce Street,21819,24500.0,26500.0
1136,Park Avenue,Onewa Road,21841,24500.0,25000.0
1137,Park Avenue,Onewa Road,21871,24500.0,25000.0
1138,Park Avenue,Bruce Street,21893,24500.0,26500.0
1139,Park Avenue,Onewa Road,21965,24500.0,25000.0
1140,Park Avenue,St Mary Catholic Church,22596,24500.0,25500.0
1141,Park Avenue,Northcote Primary School,22802,24500.0,26000.0
1142,Park Avenue,St Mary Catholic Church,22934,24500.0,25500.0
1143,Park Avenue,Fanshawe Street,23094,24500.0,27000.0
1144,Park Avenue,Fanshawe Street,23312,24500.0,27000.0
1145,Park Avenue,Onewa Road,23594,24500.0,25000.0
1146,Park Avenue,Bruce Street,24163,24500.0,26500.0
1147,Park Avenue,Bruce Street,24269,24500.0,26500.0
1148,Park Avenue,Bruce Street,24364,24500.0,26500.0
1149,Park Avenue,St Mary Catholic Church,24619,29500.0,30500.0
1150,Park Avenue,Fanshawe Street,24824,29500.0,32000.0
1151,Park Avenue,St Mary Catholic Church,24834,29500.0,30500.0
1152,Park Avenue,Northcote Primary School,24869,29500.0,31000.0
1153,Park Avenue,Bruce Street,25453,29500.0,31500.0
1154,Park Avenue,Fanshawe Street,25509,29500.0,32000.0
1155,Park Avenue,Bruce Street,26387,29500.0,31500.0
1156,Park Avenue,Fanshawe Street,27206,29500.0,32000.0
1157,Park Avenue,Onewa Road,27285,29500.0,30000.0
1158,Park Avenue,Northcote Primary School,28072,29500.0,31000.0
1159,Park Avenue,Northcote Primary School,28376,29500.0,31000.0
1160,Park Avenue,Onewa Road,28393,29500.0,30000.0
1161,Park Avenue,Northcote Primary School,28804,29500.0,31000.0
1162,Park Avenue,St Mary Catholic Church,29470,29500.0,30500.0
1163,Park Avenue,St Mary Catholic Church,29734,34500.0,35500.0
1164,Park Avenue,Onewa Road,29914,34500.0,35000.0
1165,Park Avenue,Onewa Road,30516,34500.0,35000.0
1166,Park Avenue,Bruce Street,31111,34500.0,36500.0
1167,Park Avenue,Bruce Street,31316,34500.0,36500.0
1168,Park Avenue,Bruce Street,32647,34500.0,36500.0
1169,Park Avenue,Bruce Street,33964,34500.0,36500.0
1170,Park Avenue,St Mary Catholic Church,34215,34500.0,35500.0
1171,Park Avenue,Northcote Primary School,34891,39500.0,41000.0
1172,Park Avenue,Onewa Road,35189,39500.0,40000.0
1173,Park Avenue,Northcote Primary School,35212,39500.0,41000.0
1174,Park Avenue,Onewa Road,35350,39500.0,40000.0
1175,Park Avenue,St Mary Catholic Church,35997,39500.0,40500.0
1176,Park Avenue,Northcote Primary School,36359,39500.0,41000.0
1177,Park Avenue,Onewa Road,36396,39500.0,40000.0
1178,Park Avenue,Northcote Primary School,36509,39500.0,41000.0
1179,Park Avenue,Northcote Primary School,36899,39500.0,41000.0
1180,Park Avenue,Northcote Primary School,38040,39500.0,41000.0
1181,Park Avenue,St Mary Catholic Church,38487,39500.0,40500.0
1182,Park Avenue,Bruce Street,38931,39500.0,41500.0
1183,Park Avenue,Onewa Road,39070,39500.0,40000.0
1184,Park Avenue,Bruce Street,39865,44500.0,46500.0
1185,Park Avenue,Fanshawe Street,40106,44500.0,47000.0
1186,Park Avenue,St Mary Catholic Church,40200,44500.0,45500.0
1187,Park Avenue,Fanshawe Street,40760,44500.0,47000.0
1188,Park Avenue,Onewa Road,42608,44500.0,45000.0
1189,Park Avenue,Fanshawe Street,42653,44500.0,47000.0
1190,Park Avenue,Fanshawe Street,43014,44500.0,47000.0
1191,Park Avenue,Northcote Primary School,43447,44500.0,46000.0
1192,Park Avenue,Northcote Primary School,43885,44500.0,46000.0
1193,Park Avenue,Fanshawe Street,43940,44500.0,47000.0
1194,Park Avenue,Onewa Road,44153,44500.0,45000.0
1195,Park Avenue,Bruce Street,44662,49500.0,51500.0
1196,Park Avenue,St Mary Catholic Church,44753,49500.0,50500.0
1197,Park Avenue,Onewa Road,44967,49500.0,50000.0
1198,Park Avenue,Northcote Primary School,45220,49500.0,51000.0
1199,Park Avenue,Onewa Road,45357,49500.0,50000.0
1200,Onewa Road,Bruce Street,61,5000.0,6500.0
1201,Onewa Road,Northcote Primary School,901,5000.0,6000.0
1202,Onewa Road,Northcote Primary School,1141,5000.0,6000.0
1203,Onewa Road,Fanshawe Street,1659,5000.0,7000.0
1204,Onewa Road,Bruce Street,2169,5000.0,6500.0
1205,Onewa Road,Bruce Street,2562,5000.0,6500.0
1206,Onewa Road,Northcote Primary School,2811,5000.0,6000.0
1207,Onewa Road,St Mary Catholic Church,3974,5000.0,5500.0
1208,Onewa Road,Bruce Street,4589,5000.0,6500.0
1209,Onewa Road,Bruce Street,4657,5000.0,6500.0
1210,Onewa Road,St Mary Catholic Church,4869,5000.0,5500.0
1211,Onewa Road,Northcote Primary School,5444,10000.0,11000.0
1212,Onewa Road,Bruce Street,6229,10000.0,11500.0
1213,Onewa Road,St Mary Catholic Church,6610,10000.0,10500.0
1214,Onewa Road,Bruce Street,7873,10000.0,11500.0
1215,Onewa Road,Northcote Primary School,7970,10000.0,11000.0
1216,Onewa Road,Northcote Primary School,8790,10000.0,11000.0
1217,Onewa Road,St Mary Catholic Church,9766,10000.0,10500.0
1218,Onewa Road,St Mary Catholic Church,9931,10000.0,10500.0
1219,Onewa Road,Fanshawe Street,10387,15000.0,17000.0
1220,Onewa Road,St Mary Catholic Church,12253,15000.0,15500.0
1221,Onewa Road,Northcote Primary School,12355,15000.0,16000.0
1222,Onewa Road,St Mary Catholic Church,13182,15000.0,15500.0
1223,Onewa Road,Fanshawe Street,14069,15000.0,17000.0
1224,Onewa Road,Northcote Primary School,14169,15000.0,16000.0
1225,Onewa Road,Northcote Primary School,14925,15000.0,16000.0
1226,Onewa Road,Fanshawe Street,14988,15000.0,17000.0
1227,Onewa Road,Bruce Street,16075,20000.0,21500.0
1228,Onewa Road,Northcote Primary School,16112,20000.0,21000.0
1229,Onewa Road,St Mary Catholic Church,16648,20000.0,20500.0
1230,Onewa Road,Northcote Primary School,16664,20000.0,21000.0
1231,Onewa Road,Northcote Primary School,18078,20000.0,21000.0
1232,Onewa Road,Bruce Street,18776,20000.0,21500.0
1233,Onewa Road,Bruce Street,19576,20000.0,21500.0
1234,Onewa Road,St Mary Catholic Church,19795,20000.0,20500.0
1235,Onewa Road,Northcote Primary School,20552,25000.0,26000.0
1236,Onewa Road,Fanshawe Street,20575,25000.0,27000.0
1237,Onewa Road,Northcote Primary School,20882,25000.0,26000.0
1238,Onewa Road,Fanshawe Street,21423,25000.0,27000.0
1239,Onewa Road,St Mary Catholic Church,22479,25000.0,25500.0
1240,Onewa Road,Bruce Street,22780,25000.0,26500.0
1241,Onewa Road,Bruce Street,23300,25000.0,26500.0
1242,Onewa Road,St Mary Catholic Church,23933,25000.0,25500.0
1243,Onewa Road,St Mary Catholic Church,24216,25000.0,25500.0
1244,Onewa Road,Northcote Primary School,24406,25000.0,26000.0
1245,Onewa Road,Bruce Street,24838,25000.0,26500.0
1246,Onewa Road,Fanshawe Street,24844,25000.0,27000.0
1247,Onewa Road,St Mary Catholic Church,25236,30000.0,30500.0
1248,Onewa Road,Fanshawe Street,25318,30000.0,32000.0
1249,Onewa Road,St Mary Catholic Church,25320,30000.0,30500.0
1250,Onewa Road,Northcote Primary School,25554,30000.0,31000.0
1251,Onewa Road,Bruce Street,25851,30000.0,31500.0
1252,Onewa Road,Northcote Primary School,26483,30000.0,31000.0
1253,Onewa Road,St Mary Catholic Church,26682,30000.0,30500.0
1254,Onewa Road,St Mary Catholic Church,26890,30000.0,30500.0
1255,Onewa Road,Fanshawe Street,27108,30000.0,32000.0
1256,Onewa Road,St Mary Catholic Church,28222,30000.0,30500.0
1257,Onewa Road,Bruce Street,28296,30000.0,31500.0
1258,Onewa Road,St Mary Catholic Church,28630,30000.0,30500.0
1259,Onewa Road,St Mary Catholic Church,28848,30000.0,30500.0
1260,Onewa Road,Fanshawe Street,29251,30000.0,32000.0
1261,Onewa Road,Bruce Street,29474,30000.0,31500.0
1262,Onewa Road,Fanshawe Street,30197,35000.0,37000.0
1263,Onewa Road,St Mary Catholic Church,31234,35000.0,35500.0
1264,Onewa Road,Fanshawe Street,31677,35000.0,37000.0
1265,Onewa Road,Bruce Street,33031,35000.0,36500.0
1266,Onewa Road,Northcote Primary School,33818,35000.0,36000.0
1267,Onewa Road,Fanshawe Street,34100,35000.0,37000.0
1268,Onewa Road,St Mary Catholic Church,34237,35000.0,35500.0
1269,Onewa Road,Northcote Primary School,34363,35000.0,36000.0
1270,Onewa Road,Fanshawe Street,34421,35000.0,37000.0
1271,Onewa Road,St Mary Catholic Church,34793,35000.0,35500.0
1272,Onewa Road,Bruce Street,35098,40000.0,41500.0
1273,Onewa Road,Northcote Primary School,35964,40000.0,41000.0
1274,Onewa Road,Fanshawe Street,36148,40000.0,42000.0
1275,Onewa Road,St Mary Catholic Church,36290,40000.0,40500.0
1276,Onewa Road,Fanshawe Street,36485,40000.0,42000.0
1277,Onewa Road,Northcote Primary School,37249,40000.0,41000.0
1278,Onewa Road,Fanshawe Street,37530,40000.0,42000.0
1279,Onewa Road,Bruce Street,37744,40000.0,41500.0
1280,Onewa Road,Bruce Street,37835,40000.0,41500.0
1281,Onewa Road,St Mary Catholic Church,37932,40000.0,40500.0
1282,Onewa Road,Northcote Primary School,38019,40000.0,41000.0
1283,Onewa Road,Northcote Primary School,39647,40000.0,41000.0
1284,Onewa Road,Bruce Street,40254,45000.0,46500.0
1285,Onewa Road,Northcote Primary School,40870,45000.0,46000.0
1286,Onewa Road,St Mary Catholic Church,41072,45000.0,45500.0
1287,Onewa Road,St Mary Catholic Church,41497,45000.0,45500.0
1288,Onewa Road,St Mary Catholic Church,42282,45000.0,45500.0
1289,Onewa Road,Northcote Primary School,42366,45000.0,46000.0
1290,Onewa Road,Northcote Primary School,42472,45000.0,46000.0
1291,Onewa Road,Northcote Primary School,43135,45000.0,46000.0
1292,Onewa Road,St Mary Catholic Church,43710,45000.0,45500.0
1293,Onewa Road,St Mary Catholic Church,45243,50000.0,50500.0
1294,Onewa Road,Northcote Primary School,45333,50000.0,51000.0
1295,Onewa Road,Fanshawe Street,46498,50000.0,52000.0
1296,Onewa Road,Fanshawe Street,46539,50000.0,52000.0
1297,Onewa Road,Fanshawe Street,46858,50000.0,52000.0
1298,Onewa Road,St Mary Catholic Church,47094,50000.0,50500.0
1299,Onewa Road,St Mary Catholic Church,47274,50000.0,50500.0
1300,Onewa Road,Bruce Street,47487,50000.0,51500.0
1301,Onewa Road,Fanshawe Street,47622,50000.0,52000.0
1302,Onewa Road,St Mary Catholic Church,48456,50000.0,50500.0
1303,Onewa Road,Bruce Street,49128,50000.0,51500.0
1304,Onewa Road,St Mary Catholic Church,49977,50000.0,50500.0
1305,Onewa Road,St Mary Catholic Church,50402,,
1306,Onewa Road,Fanshawe Street,50667,,
1307,Onewa Road,Fanshawe Street,50781,,
1308,Onewa Road,Northcote Primary School,51188,,
1309,Onewa Road,St Mary Catholic Church,51443,,
1310,Onewa Road,Fanshawe Street,51451,,
1311,Onewa Road,Bruce Street,51460,,
1312,Onewa Road,St Mary Catholic Church,51876,,
1313,Onewa Road,Northcote Primary School,52106,,
1314,Onewa Road,Northcote Primary School,52404,,
1315,Onewa Road,Northcote Primary School,53379,,
1316,Onewa Road,Fanshawe Street,54114,,
1317,Onewa Road,Bruce Street,54469,,
1318,Onewa Road,St Mary Catholic Church,54539,,
1319,Onewa Road,Fanshawe Street,54699,,
1320,St Mary Catholic Church,Northcote Primary School,643,5500.0,6000.0
1321,St Mary Catholic Church,Northcote Primary School,1448,5500.0,6000.0
1322,St Mary Catholic Church,Bruce Street,1522,5500.0,6500.0
1323,St Mary Catholic Church,Northcote Primary School,1783,5500.0,6000.0
1324,St Mary Catholic Church,Bruce Street,2506,5500.0,6500.0
1325,St Mary Catholic Church,Northcote Primary School,3295,5500.0,6000.0
1326,St Mary Catholic Church,Fanshawe Street,3561,5500.0,7000.0
1327,St Mary Catholic Church,Fanshawe Street,3753,5500.0,7000.0
1328,St Mary Catholic Church,Bruce Street,3961,5500.0,6500.0
1329,St Mary Catholic Church,Bruce Street,4287,5500.0,6500.0
1330,St Mary Catholic Church,Bruce Street,4333,5500.0,6500.0
1331,St Mary Catholic Church,Northcote Primary School,4460,5500.0,6000.0
1332,St Mary Catholic Church,Bruce Street,5129,5500.0,6500.0
1333,St Mary Catholic Church,Northcote Primary School,5487,5500.0,6000.0
1334,St Mary Catholic Church,Northcote Primary School,6066,10500.0,11000.0
1335,St Mary Catholic Church,Fanshawe Street,6453,10500.0,12000.0
1336,St Mary Catholic Church,Fanshawe Street,6515,10500.0,12000.0
1337,St Mary Catholic Church,Northcote Primary School,7031,10500.0,11000.0
1338,St Mary Catholic Church,Fanshawe Street,7951,10500.0,12000.0
1339,St Mary Catholic Church,Fanshawe Street,8337,10500.0,12000.0
1340,St Mary Catholic Church,Bruce Street,9413,10500.0,11500.0
1341,St Mary Catholic Church,Bruce Street,9450,10500.0,11500.0
1342,St Mary Catholic Church,Northcote Primary School,10112,10500.0,11000.0
1343,St Mary Catholic Church,Bruce Street,10449,10500.0,11500.0
1344,St Mary Catholic Church,Northcote Primary School,10719,15500.0,16000.0
1345,St Mary Catholic Church,Fanshawe Street,11746,15500.0,17000.0
1346,St Mary Catholic Church,Bruce Street,12196,15500.0,16500.0
1347,St Mary Catholic Church,Fanshawe Street,13808,15500.0,17000.0
1348,St Mary Catholic Church,Northcote Primary School,13929,15500.0,16000.0
1349,St Mary Catholic Church,Bruce Street,14258,15500.0,16500.0
1350,St Mary Catholic Church,Fanshawe Street,14308,15500.0,17000.0
1351,St Mary Catholic Church,Northcote Primary School,14622,15500.0,16000.0
1352,St Mary Catholic Church,Northcote Primary School,16461,20500.0,21000.0
1353,St Mary Catholic Church,Bruce Street,16485,20500.0,21500.0
1354,St Mary Catholic Church,Northcote Primary School,17251,20500.0,21000.0
1355,St Mary Catholic Church,Northcote Primary School,18559,20500.0,21000.0
1356,St Mary Catholic Church,Fanshawe Street,19075,20500.0,22000.0
1357,St Mary Catholic Church,Northcote Primary School,19608,20500.0,21000.0
1358,St Mary Catholic Church,Northcote Primary School,19677,20500.0,21000.0
1359,St Mary Catholic Church,Fanshawe Street,19855,20500.0,22000.0
1360,St Mary Catholic Church,Northcote Primary School,19960,20500.0,21000.0
1361,St Mary Catholic Church,Northcote Primary School,20421,20500.0,21000.0
1362,St Mary Catholic Church,Northcote Primary School,20644,25500.0,26000.0
1363,St Mary Catholic Church,Northcote Primary School,20782,25500.0,26000.0
1364,St Mary Catholic Church,Bruce Street,21127,25500.0,26500.0
1365,St Mary Catholic Church,Bruce Street,21465,25500.0,26500.0
1366,St Mary Catholic Church,Bruce Street,21525,25500.0,26500.0
1367,St Mary Catholic Church,Northcote Primary School,21695,25500.0,26000.0
1368,St Mary Catholic Church,Fanshawe Street,22577,25500.0,27000.0
1369,St Mary Catholic Church,Fanshawe Street,22638,25500.0,27000.0
1370,St Mary Catholic Church,Fanshawe Street,23070,25500.0,27000.0
1371,St Mary Catholic Church,Bruce Street,23375,25500.0,26500.0
1372,St Mary Catholic Church,Bruce Street,23863,25500.0,26500.0
1373,St Mary Catholic Church,Fanshawe Street,24203,25500.0,27000.0
1374,St Mary Catholic Church,Bruce Street,24321,25500.0,26500.0
1375,St Mary Catholic Church,Northcote Primary School,25605,30500.0,31000.0
1376,St Mary Catholic Church,Northcote Primary School,26314,30500.0,31000.0
1377,St Mary Catholic Church,Fanshawe Street,26666,30500.0,32000.0
1378,St Mary Catholic Church,Bruce Street,27033,30500.0,31500.0
1379,St Mary Catholic Church,Fanshawe Street,27184,30500.0,32000.0
1380,St Mary Catholic Church,Northcote Primary School,27477,30500.0,31000.0
1381,St Mary Catholic Church,Bruce Street,28007,30500.0,31500.0
1382,St Mary Catholic Church,Fanshawe Street,28157,30500.0,32000.0
1383,St Mary Catholic Church,Northcote Primary School,28433,30500.0,31000.0
1384,St Mary Catholic Church,Bruce Street,29899,30500.0,31500.0
1385,St Mary Catholic Church,Bruce Street,30693,35500.0,36500.0
1386,St Mary Catholic Church,Bruce Street,30895,35500.0,36500.0
1387,St Mary Catholic Church,Northcote Primary School,31417,35500.0,36000.0
1388,St Mary Catholic Church,Bruce Street,31627,35500.0,36500.0
1389,St Mary Catholic Church,Northcote Primary School,31738,35500.0,36000.0
1390,St Mary Catholic Church,Northcote Primary School,31931,35500.0,36000.0
1391,St Mary Catholic Church,Northcote Primary School,31936,35500.0,36000.0
1392,St Mary Catholic Church,Fanshawe Street,32115,35500.0,37000.0
1393,St Mary Catholic Church,Fanshawe Street,32609,35500.0,37000.0
1394,St Mary Catholic Church,Bruce Street,32656,35500.0,36500.0
1395,St Mary Catholic Church,Bruce Street,34331,35500.0,36500.0
1396,St Mary Catholic Church,Bruce Street,35071,35500.0,36500.0
1397,St Mary Catholic Church,Fanshawe Street,35658,40500.0,42000.0
1398,St Mary Catholic Church,Northcote Primary School,35993,40500.0,41000.0
1399,St Mary Catholic Church,Bruce Street,36013,40500.0,41500.0
1400,St Mary Catholic Church,Northcote Primary School,36746,40500.0,41000.0
1401,St Mary Catholic Church,Fanshawe Street,36827,40500.0,42000.0
1402,St Mary Catholic Church,Bruce Street,37922,40500.0,41500.0
1403,St Mary Catholic Church,Bruce Street,38129,40500.0,41500.0
1404,St Mary Catholic Church,Northcote Primary School,38242,40500.0,41000.0
1405,St Mary Catholic Church,Northcote Primary School,38966,40500.0,41000.0
1406,St Mary Catholic Church,Fanshawe Street,38997,40500.0,42000.0
1407,St Mary Catholic Church,Northcote Primary School,39783,40500.0,41000.0
1408,St Mary Catholic Church,Fanshawe Street,40519,45500.0,47000.0
1409,St Mary Catholic Church,Fanshawe Street,40620,45500.0,47000.0
1410,St Mary Catholic Church,Northcote Primary School,40681,45500.0,46000.0
1411,St Mary Catholic Church,Northcote Primary School,41864,45500.0,46000.0
1412,St Mary Catholic Church,Bruce Street,42297,45500.0,46500.0
1413,St Mary Catholic Church,Northcote Primary School,42323,45500.0,46000.0
1414,St Mary Catholic Church,Bruce Street,42360,45500.0,46500.0
1415,St Mary Catholic Church,Fanshawe Street,42841,45500.0,47000.0
1416,St Mary Catholic Church,Fanshawe Street,43724,45500.0,47000.0
1417,St Mary Catholic Church,Fanshawe Street,43909,45500.0,47000.0
1418,St Mary Catholic Church,Northcote Primary School,45038,45500.0,46000.0
1419,St Mary Catholic Church,Bruce Street,45096,45500.0,46500.0
1420,St Mary Catholic Church,Bruce Street,45498,45500.0,46500.0
1421,St Mary Catholic Church,Bruce Street,46037,50500.0,51500.0
1422,St Mary Catholic Church,Bruce Street,46354,50500.0,51500.0
1423,St Mary Catholic Church,Fanshawe Street,46969,50500.0,52000.0
1424,St Mary Catholic Church,Northcote Primary School,47085,50500.0,51000.0
1425,St Mary Catholic Church,Bruce Street,47400,50500.0,51500.0
1426,St Mary Catholic Church,Bruce Street,48208,50500.0,51500.0
1427,St Mary Catholic Church,Fanshawe Street,48344,50500.0,52000.0
1428,St Mary Catholic Church,Bruce Street,48753,50500.0,51500.0
1429,St Mary Catholic Church,Fanshawe Street,48981,50500.0,52000.0
1430,St Mary Catholic Church,Bruce Street,49293,50500.0,51500.0
1431,St Mary Catholic Church,Fanshawe Street,49505,50500.0,52000.0
1432,St Mary Catholic Church,Bruce Street,49719,50500.0,51500.0
1433,St Mary Catholic Church,Bruce Street,49889,50500.0,51500.0
1434,St Mary Catholic Church,Fanshawe Street,50308,50500.0,52000.0
1435,St Mary Catholic Church,Northcote Primary School,50540,,
1436,St Mary Catholic Church,Northcote Primary School,50672,,
1437,St Mary Catholic Church,Fanshawe Street,50865,,
1438,St Mary Catholic Church,Northcote Primary School,52464,,
1439,St Mary Catholic Church,Fanshawe Street,53823,,
1440,Northcote Primary School,Fanshawe Street,43,6000.0,7000.0
1441,Northcote Primary School,Bruce Street,306,6000.0,6500.0
1442,Northcote Primary School,Bruce Street,360,6000.0,6500.0
1443,Northcote Primary School,Fanshawe Street,652,6000.0,7000.0
1444,Northcote Primary School,Bruce Street,772,6000.0,6500.0
1445,Northcote Primary School,Bruce Street,1083,6000.0,6500.0
1446,Northcote Primary School,Fanshawe Street,1411,6000.0,7000.0
1447,Northcote Primary School,Bruce Street,1458,6000.0,6500.0
1448,Northcote Primary School,Fanshawe Street,1763,6000.0,7000.0
1449,Northcote Primary School,Bruce Street,2347,6000.0,6500.0
1450,Northcote Primary School,Fanshawe Street,2351,6000.0,7000.0
1451,Northcote Primary School,Fanshawe Street,2798,6000.0,7000.0
1452,Northcote Primary School,Bruce Street,3331,6000.0,6500.0
1453,Northcote Primary School,Fanshawe Street,3360,6000.0,7000.0
1454,Northcote Primary School,Fanshawe Street,3558,6000.0,7000.0
1455,Northcote Primary School,Bruce Street,4389,6000.0,6500.0
1456,Northcote Primary School,Fanshawe Street,4718,6000.0,7000.0
1457,Northcote Primary School,Bruce Street,4820,6000.0,6500.0
1458,Northcote Primary School,Fanshawe Street,5640,6000.0,7000.0
1459,Northcote Primary School,Bruce Street,6045,11000.0,11500.0
1460,Northcote Primary School,Fanshawe Street,6338,11000.0,12000.0
1461,Northcote Primary School,Bruce Street,6844,11000.0,11500.0
1462,Northcote Primary School,Bruce Street,6999,11000.0,11500.0
1463,Northcote Primary School,Bruce Street,7138,11000.0,11500.0
1464,Northcote Primary School,Bruce Street,7904,11000.0,11500.0
1465,Northcote Primary School,Bruce Street,8057,11000.0,11500.0
1466,Northcote Primary School,Bruce Street,8643,11000.0,11500.0
1467,Northcote Primary School,Fanshawe Street,8702,11000.0,12000.0
1468,Northcote Primary School,Fanshawe Street,8801,11000.0,12000.0
1469,Northcote Primary School,Fanshawe Street,9020,11000.0,12000.0
1470,Northcote Primary School,Fanshawe Street,9544,11000.0,12000.0
1471,Northcote Primary School,Fanshawe Street,10158,11000.0,12000.0
1472,Northcote Primary School,Bruce Street,10253,11000.0,11500.0
1473,Northcote Primary School,Bruce Street,10637,11000.0,11500.0
1474,Northcote Primary School,Bruce Street,11363,16000.0,16500.0
1475,Northcote Primary School,Bruce Street,11887,16000.0,16500.0
