id,start,dest,show time,on bus,leave
612,Pupuke Road,St Mary Catholic Church,5161,7500.0,10500.0
613,Pupuke Road,Bruce Street,5401,7500.0,11500.0
614,Pupuke Road,Waratah Street,6017,7500.0,8000.0
615,Pupuke Road,Waratah Street,7246,7500.0,8000.0
616,Pupuke Road,Park Avenue,7416,7500.0,9500.0
617,Pupuke Road,Park Avenue,7803,12500.0,14500.0
618,Pupuke Road,Birkenhead Avenue,7978,12500.0,13500.0
619,Pupuke Road,Aorangi Place,8396,12500.0,14000.0
620,Pupuke Road,Birkenhead Avenue,8714,12500.0,13500.0
621,Pupuke Road,Birkenhead Avenue,9233,12500.0,13500.0
622,Pupuke Road,Aorangi Place,9836,12500.0,14000.0
623,Pupuke Road,Fanshawe Street,10256,12500.0,17000.0
624,Pupuke Road,St Mary Catholic Church,10550,12500.0,15500.0
625,Pupuke Road,Onewa Road,10699,12500.0,15000.0
626,Pupuke Road,Fanshawe Street,10707,12500.0,17000.0
627,Pupuke Road,Northcote Primary School,10964,12500.0,16000.0
628,Pupuke Road,Bruce Street,11141,12500.0,16500.0
629,Pupuke Road,Fanshawe Street,11517,12500.0,17000.0
630,Pupuke Road,Onewa Road,12554,17500.0,20000.0
631,Pupuke Road,Aorangi Place,13288,17500.0,19000.0
632,Pupuke Road,Park Avenue,13807,17500.0,19500.0
633,Pupuke Road,Northcote Primary School,15116,17500.0,21000.0
634,Pupuke Road,Park Avenue,15191,17500.0,19500.0
635,Pupuke Road,Park Avenue,15610,17500.0,19500.0
636,Pupuke Road,Northcote Primary School,15701,17500.0,21000.0
637,Pupuke Road,Birkenhead Avenue,15991,17500.0,18500.0
638,Pupuke Road,St Mary Catholic Church,16151,17500.0,20500.0
639,Pupuke Road,St Mary Catholic Church,16305,17500.0,20500.0
640,Pupuke Road,Northcote Primary School,16802,17500.0,21000.0
641,Pupuke Road,Bruce Street,16951,17500.0,21500.0
642,Pupuke Road,Onewa Road,17469,17500.0,20000.0
643,Pupuke Road,St Mary Catholic Church,17993,22500.0,25500.0
644,Pupuke Road,Aorangi Place,18278,22500.0,24000.0
645,Pupuke Road,Fanshawe Street,18640,22500.0,27000.0
646,Pupuke Road,Fanshawe Street,18760,22500.0,27000.0
647,Pupuke Road,Park Avenue,19754,22500.0,24500.0
648,Pupuke Road,Park Avenue,20117,22500.0,24500.0
649,Pupuke Road,Bruce Street,20468,22500.0,26500.0
650,Pupuke Road,Aorangi Place,22341,22500.0,24000.0
651,Pupuke Road,Waratah Street,23265,27500.0,28000.0
652,Pupuke Road,Waratah Street,23684,27500.0,28000.0
653,Pupuke Road,Bruce Street,24161,27500.0,31500.0
654,Pupuke Road,St Mary Catholic Church,24248,27500.0,30500.0
655,Pupuke Road,Onewa Road,25054,27500.0,30000.0
656,Pupuke Road,Birkenhead Avenue,25612,27500.0,28500.0
657,Pupuke Road,Fanshawe Street,26896,27500.0,32000.0
658,Pupuke Road,Fanshawe Street,26922,27500.0,32000.0
659,Pupuke Road,Park Avenue,27003,27500.0,29500.0
660,Pupuke Road,Fanshawe Street,27081,27500.0,32000.0
661,Pupuke Road,Park Avenue,27864,32500.0,34500.0
662,Pupuke Road,Northcote Primary School,28238,32500.0,36000.0
663,Pupuke Road,St Mary Catholic Church,28999,32500.0,35500.0
664,Pupuke Road,Park Avenue,29573,32500.0,34500.0
665,Pupuke Road,Onewa Road,29685,32500.0,35000.0
666,Pupuke Road,Aorangi Place,30068,32500.0,34000.0
667,Pupuke Road,Birkenhead Avenue,30376,32500.0,33500.0
668,Pupuke Road,St Mary Catholic Church,30741,32500.0,35500.0
669,Pupuke Road,St Mary Catholic Church,31029,32500.0,35500.0
670,Pupuke Road,Onewa Road,31158,32500.0,35000.0
671,Pupuke Road,St Mary Catholic Church,31186,32500.0,35500.0
672,Pupuke Road,Waratah Street,32322,32500.0,33000.0
673,Pupuke Road,St Mary Catholic Church,32337,32500.0,35500.0
674,Pupuke Road,St Mary Catholic Church,32492,32500.0,35500.0
675,Pupuke Road,Waratah Street,32623,37500.0,38000.0
676,Pupuke Road,Waratah Street,32838,37500.0,38000.0
677,Pupuke Road,Aorangi Place,32933,37500.0,39000.0
678,Pupuke Road,Northcote Primary School,33101,37500.0,41000.0
679,Pupuke Road,Bruce Street,33337,37500.0,41500.0
680,Pupuke Road,Bruce Street,33913,37500.0,41500.0
681,Pupuke Road,Onewa Road,34041,37500.0,40000.0
682,Pupuke Road,Onewa Road,34242,37500.0,40000.0
683,Pupuke Road,Fanshawe Street,34355,37500.0,42000.0
684,Pupuke Road,Park Avenue,35187,37500.0,39500.0
685,Pupuke Road,Onewa Road,35311,37500.0,40000.0
686,Pupuke Road,Waratah Street,35397,37500.0,38000.0
687,Pupuke Road,Onewa Road,35453,37500.0,40000.0
688,Pupuke Road,Park Avenue,35546,37500.0,39500.0
689,Pupuke Road,Waratah Street,35563,37500.0,38000.0
690,Pupuke Road,Birkenhead Avenue,35796,37500.0,38500.0
691,Pupuke Road,Fanshawe Street,35850,37500.0,42000.0
692,Pupuke Road,Northcote Primary School,36470,37500.0,41000.0
693,Pupuke Road,Waratah Street,36530,37500.0,38000.0
694,Pupuke Road,Onewa Road,36625,37500.0,40000.0
695,Pupuke Road,Park Avenue,36983,37500.0,39500.0
696,Pupuke Road,Onewa Road,37331,37500.0,40000.0
697,Pupuke Road,Northcote Primary School,39014,42500.0,46000.0
698,Pupuke Road,Waratah Street,39037,42500.0,43000.0
699,Pupuke Road,Fanshawe Street,39844,42500.0,47000.0
700,Pupuke Road,Birkenhead Avenue,39967,42500.0,43500.0
701,Pupuke Road,Birkenhead Avenue,40082,42500.0,43500.0
702,Pupuke Road,Park Avenue,40594,42500.0,44500.0
703,Pupuke Road,Birkenhead Avenue,40630,42500.0,43500.0
704,Pupuke Road,Bruce Street,41092,42500.0,46500.0
705,Pupuke Road,St Mary Catholic Church,41143,42500.0,45500.0
706,Pupuke Road,Onewa Road,41281,42500.0,45000.0
707,Pupuke Road,Waratah Street,41654,42500.0,43000.0
708,Pupuke Road,Park Avenue,41969,42500.0,44500.0
709,Pupuke Road,Park Avenue,42293,42500.0,44500.0
710,Pupuke Road,Birkenhead Avenue,42621,47500.0,48500.0
711,Pupuke Road,Onewa Road,43168,47500.0,50000.0
712,Pupuke Road,St Mary Catholic Church,43220,47500.0,50500.0
713,Pupuke Road,Birkenhead Avenue,43823,47500.0,48500.0
714,Pupuke Road,Birkenhead Avenue,44074,47500.0,48500.0
715,Pupuke Road,Aorangi Place,44176,47500.0,49000.0
716,Pupuke Road,Birkenhead Avenue,44342,47500.0,48500.0
717,Pupuke Road,Bruce Street,44562,47500.0,51500.0
718,Pupuke Road,Bruce Street,45880,47500.0,51500.0
719,Pupuke Road,Aorangi Place,46051,47500.0,49000.0
720,Waratah Street,Fanshawe Street,202,3000.0,7000.0
721,Waratah Street,Birkenhead Avenue,1278,3000.0,3500.0
722,Waratah Street,Park Avenue,1350,3000.0,4500.0
723,Waratah Street,Fanshawe Street,2197,3000.0,7000.0
724,Waratah Street,Northcote Primary School,2735,3000.0,6000.0
725,Waratah Street,Onewa Road,2745,3000.0,5000.0
726,Waratah Street,Fanshawe Street,4140,8000.0,12000.0
727,Waratah Street,Park Avenue,4652,8000.0,9500.0
728,Waratah Street,Birkenhead Avenue,6085,8000.0,8500.0
729,Waratah Street,Park Avenue,6213,8000.0,9500.0
730,Waratah Street,Northcote Primary School,6295,8000.0,11000.0
731,Waratah Street,Bruce Street,6468,8000.0,11500.0
732,Waratah Street,Birkenhead Avenue,7128,8000.0,8500.0
733,Waratah Street,St Mary Catholic Church,8302,13000.0,15500.0
734,Waratah Street,Bruce Street,8417,13000.0,16500.0
735,Waratah Street,Onewa Road,8700,13000.0,15000.0
736,Waratah Street,Park Avenue,8798,13000.0,14500.0
737,Waratah Street,Onewa Road,9100,13000.0,15000.0
738,Waratah Street,Birkenhead Avenue,9214,13000.0,13500.0
739,Waratah Street,Fanshawe Street,9323,13000.0,17000.0
740,Waratah Street,Onewa Road,9441,13000.0,15000.0
741,Waratah Street,Fanshawe Street,9869,13000.0,17000.0
742,Waratah Street,Aorangi Place,9911,13000.0,14000.0
743,Waratah Street,Aorangi Place,10061,13000.0,14000.0
744,Waratah Street,Park Avenue,10174,13000.0,14500.0
745,Waratah Street,Aorangi Place,10626,13000.0,14000.0
746,Waratah Street,Birkenhead Avenue,11164,13000.0,13500.0
747,Waratah Street,Fanshawe Street,11376,13000.0,17000.0
748,Waratah Street,Aorangi Place,11515,13000.0,14000.0
749,Waratah Street,Park Avenue,11617,13000.0,14500.0
750,Waratah Street,Northcote Primary School,11666,13000.0,16000.0
751,Waratah Street,Northcote Primary School,11924,13000.0,16000.0
752,Waratah Street,Park Avenue,12424,13000.0,14500.0
753,Waratah Street,Bruce Street,12948,13000.0,16500.0
754,Waratah Street,Northcote Primary School,13377,18000.0,21000.0
755,Waratah Street,Fanshawe Street,13419,18000.0,22000.0
756,Waratah Street,Bruce Street,13637,18000.0,21500.0
757,Waratah Street,Bruce Street,13786,18000.0,21500.0
758,Waratah Street,St Mary Catholic Church,13837,18000.0,20500.0
759,Waratah Street,Park Avenue,14150,18000.0,19500.0
760,Waratah Street,Bruce Street,14850,18000.0,21500.0
761,Waratah Street,Northcote Primary School,14986,18000.0,21000.0
762,Waratah Street,Bruce Street,15038,18000.0,21500.0
763,Waratah Street,Fanshawe Street,15116,18000.0,22000.0
764,Waratah Street,Northcote Primary School,15311,18000.0,21000.0
765,Waratah Street,Fanshawe Street,15778,18000.0,22000.0
766,Waratah Street,St Mary Catholic Church,15922,18000.0,20500.0
767,Waratah Street,Aorangi Place,15947,18000.0,19000.0
768,Waratah Street,Onewa Road,17485,18000.0,20000.0
769,Waratah Street,Aorangi Place,17540,18000.0,19000.0
770,Waratah Street,Birkenhead Avenue,17593,18000.0,18500.0
771,Waratah Street,Onewa Road,18025,23000.0,25000.0
772,Waratah Street,Park Avenue,18372,23000.0,24500.0
773,Waratah Street,St Mary Catholic Church,18553,23000.0,25500.0
774,Waratah Street,Birkenhead Avenue,18964,23000.0,23500.0
775,Waratah Street,Northcote Primary School,18969,23000.0,26000.0
776,Waratah Street,Park Avenue,19185,23000.0,24500.0
777,Waratah Street,Aorangi Place,19420,23000.0,24000.0
778,Waratah Street,Bruce Street,19627,23000.0,26500.0
779,Waratah Street,Northcote Primary School,19831,23000.0,26000.0
780,Waratah Street,Aorangi Place,20369,23000.0,24000.0
781,Waratah Street,Aorangi Place,20726,23000.0,24000.0
782,Waratah Street,Onewa Road,21057,23000.0,25000.0
783,Waratah Street,Fanshawe Street,21535,23000.0,27000.0
784,Waratah Street,Fanshawe Street,22349,23000.0,27000.0
785,Waratah Street,Birkenhead Avenue,22606,23000.0,23500.0
786,Waratah Street,Birkenhead Avenue,22755,23000.0,23500.0
787,Waratah Street,Birkenhead Avenue,23286,28000.0,28500.0
788,Waratah Street,Aorangi Place,23572,28000.0,29000.0
789,Waratah Street,Fanshawe Street,24673,28000.0,32000.0
790,Waratah Street,Onewa Road,25272,28000.0,30000.0
791,Waratah Street,Birkenhead Avenue,26311,28000.0,28500.0
792,Waratah Street,St Mary Catholic Church,26705,28000.0,30500.0
793,Waratah Street,Onewa Road,26748,28000.0,30000.0
794,Waratah Street,Bruce Street,27259,28000.0,31500.0
795,Waratah Street,Onewa Road,27358,28000.0,30000.0
796,Waratah Street,Birkenhead Avenue,27734,28000.0,28500.0
797,Waratah Street,Bruce Street,27735,28000.0,31500.0
798,Waratah Street,Northcote Primary School,27809,28000.0,31000.0
799,Waratah Street,Northcote Primary School,27964,28000.0,31000.0
800,Waratah Street,Onewa Road,28190,33000.0,35000.0
801,Waratah Street,Fanshawe Street,28659,33000.0,37000.0
802,Waratah Street,Onewa Road,29819,33000.0,35000.0
803,Waratah Street,St Mary Catholic Church,30391,33000.0,35500.0
804,Waratah Street,St Mary Catholic Church,32014,33000.0,35500.0
805,Waratah Street,Bruce Street,32459,33000.0,36500.0
806,Waratah Street,Fanshawe Street,33203,38000.0,42000.0
807,Waratah Street,Bruce Street,33241,38000.0,41500.0
808,Waratah Street,Aorangi Place,33418,38000.0,39000.0
809,Waratah Street,Aorangi Place,33427,38000.0,39000.0
810,Waratah Street,Onewa Road,34226,38000.0,40000.0
811,Waratah Street,Bruce Street,34644,38000.0,41500.0
812,Waratah Street,Northcote Primary School,34763,38000.0,41000.0
813,Waratah Street,Park Avenue,34826,38000.0,39500.0
814,Waratah Street,Northcote Primary School,35110,38000.0,41000.0
815,Waratah Street,Bruce Street,35532,38000.0,41500.0
816,Waratah Street,St Mary Catholic Church,35639,38000.0,40500.0
817,Waratah Street,Park Avenue,35747,38000.0,39500.0
818,Waratah Street,Onewa Road,36209,38000.0,40000.0
819,Waratah Street,Park Avenue,36402,38000.0,39500.0
820,Waratah Street,Aorangi Place,37189,38000.0,39000.0
821,Waratah Street,Birkenhead Avenue,37716,38000.0,38500.0
822,Waratah Street,Birkenhead Avenue,38001,43000.0,43500.0
823,Waratah Street,St Mary Catholic Church,38006,43000.0,45500.0
824,Waratah Street,Bruce Street,38816,43000.0,46500.0
825,Waratah Street,St Mary Catholic Church,38957,43000.0,45500.0
826,Waratah Street,Park Avenue,39251,43000.0,44500.0
827,Waratah Street,Park Avenue,39590,43000.0,44500.0
828,Waratah Street,Aorangi Place,40238,43000.0,44000.0
829,Waratah Street,St Mary Catholic Church,40483,43000.0,45500.0
830,Waratah Street,Onewa Road,40781,43000.0,45000.0
831,Waratah Street,Onewa Road,40946,43000.0,45000.0
832,Waratah Street,Bruce Street,41034,43000.0,46500.0
833,Waratah Street,Fanshawe Street,42048,43000.0,47000.0
834,Waratah Street,St Mary Catholic Church,42307,43000.0,45500.0
835,Waratah Street,Birkenhead Avenue,42567,43000.0,43500.0
836,Waratah Street,Northcote Primary School,42649,43000.0,46000.0
837,Waratah Street,Onewa Road,43476,48000.0,50000.0
838,Waratah Street,Fanshawe Street,43512,48000.0,52000.0
839,Waratah Street,Birkenhead Avenue,43963,48000.0,48500.0
840,Birkenhead Avenue,Northcote Primary School,54,3500.0,6000.0
841,Birkenhead Avenue,Northcote Primary School,1568,3500.0,6000.0
842,Birkenhead Avenue,St Mary Catholic Church,2109,3500.0,5500.0
843,Birkenhead Avenue,Fanshawe Street,2699,3500.0,7000.0
844,Birkenhead Avenue,Park Avenue,2754,3500.0,4500.0
845,Birkenhead Avenue,Park Avenue,2798,3500.0,4500.0
846,Birkenhead Avenue,St Mary Catholic Church,3093,3500.0,5500.0
847,Birkenhead Avenue,Bruce Street,3117,3500.0,6500.0
848,Birkenhead Avenue,Onewa Road,3328,3500.0,5000.0
849,Birkenhead Avenue,Park Avenue,3433,3500.0,4500.0
850,Birkenhead Avenue,Onewa Road,3524,8500.0,10000.0
851,Birkenhead Avenue,Aorangi Place,3822,8500.0,9000.0
852,Birkenhead Avenue,Fanshawe Street,4101,8500.0,12000.0
853,Birkenhead Avenue,St Mary Catholic Church,4425,8500.0,10500.0
854,Birkenhead Avenue,St Mary Catholic Church,4897,8500.0,10500.0
855,Birkenhead Avenue,Aorangi Place,5023,8500.0,9000.0
856,Birkenhead Avenue,Onewa Road,5347,8500.0,10000.0
857,Birkenhead Avenue,Fanshawe Street,5821,8500.0,12000.0
858,Birkenhead Avenue,Fanshawe Street,7087,8500.0,12000.0
859,Birkenhead Avenue,Fanshawe Street,7697,8500.0,12000.0
860,Birkenhead Avenue,Northcote Primary School,7722,8500.0,11000.0
861,Birkenhead Avenue,Bruce Street,7897,8500.0,11500.0
862,Birkenhead Avenue,Park Avenue,8362,8500.0,9500.0
863,Birkenhead Avenue,Bruce Street,8482,8500.0,11500.0
864,Birkenhead Avenue,Aorangi Place,8694,13500.0,14000.0
865,Birkenhead Avenue,Fanshawe Street,9370,13500.0,17000.0
866,Birkenhead Avenue,Fanshawe Street,9682,13500.0,17000.0
867,Birkenhead Avenue,Onewa Road,9791,13500.0,15000.0
868,Birkenhead Avenue,Onewa Road,10409,13500.0,15000.0
869,Birkenhead Avenue,Bruce Street,10840,13500.0,16500.0
870,Birkenhead Avenue,Onewa Road,11558,13500.0,15000.0
871,Birkenhead Avenue,St Mary Catholic Church,11636,13500.0,15500.0
872,Birkenhead Avenue,St Mary Catholic Church,12207,13500.0,15500.0
873,Birkenhead Avenue,St Mary Catholic Church,12431,13500.0,15500.0
874,Birkenhead Avenue,St Mary Catholic Church,12573,13500.0,15500.0
875,Birkenhead Avenue,St Mary Catholic Church,13767,18500.0,20500.0
876,Birkenhead Avenue,Fanshawe Street,13896,18500.0,22000.0
877,Birkenhead Avenue,Onewa Road,14104,18500.0,20000.0
878,Birkenhead Avenue,Aorangi Place,15225,18500.0,19000.0
879,Birkenhead Avenue,St Mary Catholic Church,15704,18500.0,20500.0
880,Birkenhead Avenue,Northcote Primary School,16223,18500.0,21000.0
881,Birkenhead Avenue,Northcote Primary School,16974,18500.0,21000.0
882,Birkenhead Avenue,Bruce Street,18113,18500.0,21500.0
883,Birkenhead Avenue,Northcote Primary School,18219,18500.0,21000.0
884,Birkenhead Avenue,Northcote Primary School,18254,18500.0,21000.0
885,Birkenhead Avenue,Onewa Road,18305,18500.0,20000.0
886,Birkenhead Avenue,Fanshawe Street,18472,18500.0,22000.0
887,Birkenhead Avenue,Northcote Primary School,18731,23500.0,26000.0
888,Birkenhead Avenue,Fanshawe Street,19007,23500.0,27000.0
889,Birkenhead Avenue,Fanshawe Street,19553,23500.0,27000.0
890,Birkenhead Avenue,Park Avenue,20798,23500.0,24500.0
891,Birkenhead Avenue,Onewa Road,20981,23500.0,25000.0
892,Birkenhead Avenue,Park Avenue,21576,23500.0,24500.0
893,Birkenhead Avenue,Fanshawe Street,21835,23500.0,27000.0
894,Birkenhead Avenue,Aorangi Place,22012,23500.0,24000.0
895,Birkenhead Avenue,Aorangi Place,22107,23500.0,24000.0
896,Birkenhead Avenue,Fanshawe Street,22449,23500.0,27000.0
897,Birkenhead Avenue,Park Avenue,22697,23500.0,24500.0
898,Birkenhead Avenue,Bruce Street,22698,23500.0,26500.0
899,Birkenhead Avenue,Aorangi Place,23196,23500.0,24000.0
900,Birkenhead Avenue,Bruce Street,23561,28500.0,31500.0
901,Birkenhead Avenue,Onewa Road,23941,28500.0,30000.0
902,Birkenhead Avenue,Aorangi Place,24166,28500.0,29000.0
903,Birkenhead Avenue,Onewa Road,25054,28500.0,30000.0
904,Birkenhead Avenue,Bruce Street,25244,28500.0,31500.0
905,Birkenhead Avenue,Aorangi Place,25758,28500.0,29000.0
906,Birkenhead Avenue,Fanshawe Street,25799,28500.0,32000.0
907,Birkenhead Avenue,Northcote Primary School,25862,28500.0,31000.0
908,Birkenhead Avenue,Fanshawe Street,26401,28500.0,32000.0
909,Birkenhead Avenue,Bruce Street,26664,28500.0,31500.0
910,Birkenhead Avenue,Bruce Street,27898,28500.0,31500.0
911,Birkenhead Avenue,Onewa Road,27939,28500.0,30000.0
912,Birkenhead Avenue,Fanshawe Street,28063,28500.0,32000.0
913,Birkenhead Avenue,Onewa Road,28510,33500.0,35000.0
914,Birkenhead Avenue,Park Avenue,28550,33500.0,34500.0
915,Birkenhead Avenue,Bruce Street,28643,33500.0,36500.0
916,Birkenhead Avenue,Bruce Street,29973,33500.0,36500.0
917,Birkenhead Avenue,Fanshawe Street,31117,33500.0,37000.0
918,Birkenhead Avenue,Onewa Road,31147,33500.0,35000.0
919,Birkenhead Avenue,Aorangi Place,31270,33500.0,34000.0
920,Birkenhead Avenue,Aorangi Place,31666,33500.0,34000.0
921,Birkenhead Avenue,Northcote Primary School,32104,33500.0,36000.0
922,Birkenhead Avenue,Fanshawe Street,32856,33500.0,37000.0
923,Birkenhead Avenue,Bruce Street,33533,38500.0,41500.0
924,Birkenhead Avenue,Aorangi Place,33999,38500.0,39000.0
925,Birkenhead Avenue,Onewa Road,34033,38500.0,40000.0
926,Birkenhead Avenue,Bruce Street,35229,38500.0,41500.0
927,Birkenhead Avenue,St Mary Catholic Church,35351,38500.0,40500.0
928,Birkenhead Avenue,Bruce Street,35429,38500.0,41500.0
929,Birkenhead Avenue,Northcote Primary School,36025,38500.0,41000.0
930,Birkenhead Avenue,St Mary Catholic Church,36213,38500.0,40500.0
931,Birkenhead Avenue,St Mary Catholic Church,36310,38500.0,40500.0
932,Birkenhead Avenue,Park Avenue,36385,38500.0,39500.0
933,Birkenhead Avenue,Bruce Street,36442,38500.0,41500.0
934,Birkenhead Avenue,Northcote Primary School,36632,38500.0,41000.0
935,Birkenhead Avenue,Park Avenue,36735,38500.0,39500.0
936,Birkenhead Avenue,Northcote Primary School,36754,38500.0,41000.0
937,Birkenhead Avenue,Onewa Road,37358,38500.0,40000.0
938,Birkenhead Avenue,Park Avenue,38012,38500.0,39500.0
939,Birkenhead Avenue,Northcote Primary School,38344,38500.0,41000.0
940,Birkenhead Avenue,Northcote Primary School,38913,43500.0,46000.0
941,Birkenhead Avenue,Onewa Road,39564,43500.0,45000.0
942,Birkenhead Avenue,St Mary Catholic Church,40508,43500.0,45500.0
943,Birkenhead Avenue,Northcote Primary School,41446,43500.0,46000.0
944,Birkenhead Avenue,Northcote Primary School,41542,43500.0,46000.0
945,Birkenhead Avenue,Park Avenue,41925,43500.0,44500.0
946,Birkenhead Avenue,Fanshawe Street,42035,43500.0,47000.0
947,Birkenhead Avenue,St Mary Catholic Church,42326,43500.0,45500.0
948,Birkenhead Avenue,Park Avenue,42644,43500.0,44500.0
949,Birkenhead Avenue,Northcote Primary School,43262,43500.0,46000.0
950,Birkenhead Avenue,Northcote Primary School,43773,48500.0,51000.0
951,Birkenhead Avenue,Northcote Primary School,43839,48500.0,51000.0
952,Birkenhead Avenue,Onewa Road,43865,48500.0,50000.0
953,Birkenhead Avenue,Northcote Primary School,44795,48500.0,51000.0
954,Birkenhead Avenue,Aorangi Place,45239,48500.0,49000.0
955,Birkenhead Avenue,Fanshawe Street,45447,48500.0,52000.0
956,Birkenhead Avenue,Fanshawe Street,46575,48500.0,52000.0
957,Birkenhead Avenue,Bruce Street,46671,48500.0,51500.0
958,Birkenhead Avenue,Aorangi Place,46685,48500.0,49000.0
959,Birkenhead Avenue,Bruce Street,46814,48500.0,51500.0
960,Aorangi Place,Northcote Primary School,1439,4000.0,6000.0
961,Aorangi Place,St Mary Catholic Church,2064,4000.0,5500.0
962,Aorangi Place,Onewa Road,2178,4000.0,5000.0
963,Aorangi Place,Bruce Street,2434,4000.0,6500.0
964,Aorangi Place,Bruce Street,2646,4000.0,6500.0
965,Aorangi Place,Bruce Street,3220,4000.0,6500.0
966,Aorangi Place,Bruce Street,3702,4000.0,6500.0
967,Aorangi Place,Fanshawe Street,3779,4000.0,7000.0
968,Aorangi Place,St Mary Catholic Church,3868,4000.0,5500.0
969,Aorangi Place,Bruce Street,4987,9000.0,11500.0
970,Aorangi Place,Northcote Primary School,5122,9000.0,11000.0
971,Aorangi Place,Onewa Road,5493,9000.0,10000.0
972,Aorangi Place,Park Avenue,5724,9000.0,9500.0
973,Aorangi Place,Bruce Street,6070,9000.0,11500.0
974,Aorangi Place,Northcote Primary School,6639,9000.0,11000.0
975,Aorangi Place,Onewa Road,7461,9000.0,10000.0
976,Aorangi Place,Onewa Road,7517,9000.0,10000.0
977,Aorangi Place,Fanshawe Street,7739,9000.0,12000.0
978,Aorangi Place,Fanshawe Street,7752,9000.0,12000.0
979,Aorangi Place,Onewa Road,7765,9000.0,10000.0
980,Aorangi Place,Park Avenue,7767,9000.0,9500.0
981,Aorangi Place,Northcote Primary School,9087,14000.0,16000.0
982,Aorangi Place,St Mary Catholic Church,9141,14000.0,15500.0
983,Aorangi Place,St Mary Catholic Church,9225,14000.0,15500.0
984,Aorangi Place,St Mary Catholic Church,9945,14000.0,15500.0
985,Aorangi Place,Northcote Primary School,10832,14000.0,16000.0
986,Aorangi Place,Park Avenue,11514,14000.0,14500.0
987,Aorangi Place,Onewa Road,11905,14000.0,15000.0
988,Aorangi Place,St Mary Catholic Church,11954,14000.0,15500.0
989,Aorangi Place,Onewa Road,12595,14000.0,15000.0
990,Aorangi Place,Bruce Street,12667,14000.0,16500.0
991,Aorangi Place,Park Avenue,13497,14000.0,14500.0
992,Aorangi Place,Fanshawe Street,13735,14000.0,17000.0
993,Aorangi Place,Bruce Street,13846,14000.0,16500.0
994,Aorangi Place,Onewa Road,13924,14000.0,15000.0
995,Aorangi Place,Bruce Street,13940,14000.0,16500.0
996,Aorangi Place,Park Avenue,15054,19000.0,19500.0
997,Aorangi Place,Fanshawe Street,15055,19000.0,22000.0
998,Aorangi Place,Northcote Primary School,15168,19000.0,21000.0
999,Aorangi Place,Fanshawe Street,15416,19000.0,22000.0
1000,Aorangi Place,Fanshawe Street,15477,19000.0,22000.0
1001,Aorangi Place,St Mary Catholic Church,15508,19000.0,20500.0
1002,Aorangi Place,St Mary Catholic Church,15540,19000.0,20500.0
1003,Aorangi Place,Northcote Primary School,15647,19000.0,21000.0
1004,Aorangi Place,St Mary Catholic Church,16327,19000.0,20500.0
1005,Aorangi Place,Fanshawe Street,16734,19000.0,22000.0
1006,Aorangi Place,Fanshawe Street,16740,19000.0,22000.0
1007,Aorangi Place,Park Avenue,16777,19000.0,19500.0
1008,Aorangi Place,Bruce Street,16850,19000.0,21500.0
1009,Aorangi Place,St Mary Catholic Church,17665,19000.0,20500.0
1010,Aorangi Place,Park Avenue,18155,19000.0,19500.0
1011,Aorangi Place,Bruce Street,18831,19000.0,21500.0
1012,Aorangi Place,Onewa Road,19298,24000.0,25000.0
1013,Aorangi Place,Bruce Street,19760,24000.0,26500.0
1014,Aorangi Place,St Mary Catholic Church,19973,24000.0,25500.0
1015,Aorangi Place,Fanshawe Street,20077,24000.0,27000.0
1016,Aorangi Place,Bruce Street,20313,24000.0,26500.0
1017,Aorangi Place,Northcote Primary School,20727,24000.0,26000.0
1018,Aorangi Place,Fanshawe Street,21062,24000.0,27000.0
1019,Aorangi Place,Northcote Primary School,21306,24000.0,26000.0
1020,Aorangi Place,Fanshawe Street,21347,24000.0,27000.0
1021,Aorangi Place,Onewa Road,22237,24000.0,25000.0
1022,Aorangi Place,Park Avenue,22526,24000.0,24500.0
1023,Aorangi Place,Northcote Primary School,22668,24000.0,26000.0
1024,Aorangi Place,Bruce Street,23728,24000.0,26500.0
1025,Aorangi Place,Onewa Road,24327,29000.0,30000.0
1026,Aorangi Place,Fanshawe Street,25169,29000.0,32000.0
1027,Aorangi Place,Onewa Road,25311,29000.0,30000.0
1028,Aorangi Place,Park Avenue,25581,29000.0,29500.0
1029,Aorangi Place,Bruce Street,26344,29000.0,31500.0
1030,Aorangi Place,Onewa Road,26576,29000.0,30000.0
1031,Aorangi Place,Fanshawe Street,27578,29000.0,32000.0
1032,Aorangi Place,St Mary Catholic Church,27972,29000.0,30500.0
1033,Aorangi Place,Park Avenue,28091,29000.0,29500.0
1034,Aorangi Place,Onewa Road,28261,29000.0,30000.0
1035,Aorangi Place,Park Avenue,28556,29000.0,29500.0
1036,Aorangi Place,Onewa Road,28673,29000.0,30000.0
1037,Aorangi Place,Park Avenue,29550,34000.0,34500.0
1038,Aorangi Place,Fanshawe Street,30307,34000.0,37000.0
1039,Aorangi Place,St Mary Catholic Church,30333,34000.0,35500.0
1040,Aorangi Place,St Mary Catholic Church,30420,34000.0,35500.0
1041,Aorangi Place,Northcote Primary School,30712,34000.0,36000.0
1042,Aorangi Place,Park Avenue,30801,34000.0,34500.0
1043,Aorangi Place,Onewa Road,31083,34000.0,35000.0
1044,Aorangi Place,St Mary Catholic Church,32021,34000.0,35500.0
1045,Aorangi Place,St Mary Catholic Church,32368,34000.0,35500.0
1046,Aorangi Place,St Mary Catholic Church,32385,34000.0,35500.0
